state,district,sll_crime_against_women_related_acts_the_dowry_prohibition_act_1961,sll_the_immoral_traffic_prevention_act_1956,sll_the_protection_of_women_from_domestic_violence_act_2005,sll_the_indecent_representation_of_women_prohibition_act_2012,sll_crime_against_women_related_acts_total_col3_to_col6,sll_children_related_acts_the_protection_of_children_from_sexual_offences_act_2012,sll_the_juvenile_justice_care_and_protection_of_children_act_2000_2015,sll_the_prohibition_of_child_marriage_act_2006,sll_the_pre_natal_diagnostic_techniques_reg_and_prev_of_misuse_act_1994,sll_the_child_labour_prohibition_regulation_act_1986,sll_the_medical_termination_of_pregnancy_act_1971,sll_children_related_acts_total_col8_to_col13,sll_schedule_castes_and_scheduled_tribes_related_acts_the_scst_prevention_of_atrocities_act_1989_against_scs,sll_the_scst_prevention_of_atrocities_act_19892015_against_sts,sll_the_protection_of_civil_rights_act_1955_against_scs,sll_the_protection_of_civil_rights_act_1955_against_sts,sll_scheduled_castes_and_scheduled_tribes_related_acts_total_col15_to_col18,sll_offences_against_state_related_acts_the_prevention_of_damage_to_public_property_act_1984,sll_the_unlawful_activities_p_act_1967,sll_the_official_secrets_act_1923,sll_offences_against_state_related_acts_total_col20_to_col22,sll_armsexplosive_related_acts_the_arms_act_1959_the_arms_act_1959_total,sll_fire_arms_col26_col27,sll_a_legal_licensed_arms,sll_b_illegal_unlicensed_arms,sll_other_arms,sll_the_explosives_act_1984,sll_the_explosive_substances_act_1884_1908,sll_arms_explosive_related_acts_total_col242930,sll_information_technologyintellectual_property_related_acts_the_information_technology_act_2000,sll_the_copy_right_act_1957,sll_the_trade_marks_act_1999,sll_information_technology_intellectual_property_related_acts_total_col32_to_col34,sll_finance_economic_acts_the_lotteries_regulation_act_1998,sll_the_chit_funds_acts_1982,sll_the_negotiable_instruments_act_1881,sll_the_benami_transaction_prohibition_act_1988_2016,sll_the_mines_and_minerals_development_and_regulation_act_1957,sll_prevention_of_corruption_act_1988,sll_finance_economic_acts_total_col36_to_col41,sll_liquor_narcotic_drugs_related_acts_prohibition_act_state,sll_the_excise_act_1944,sll_the_narcotic_drugs_psychotropic_substances_act_1985_the_ndps_act_1985_total_col45_col46_col47,sll_a_possession_of_drugs_for_personal_useconsumption,sll_b_possession_of_drugs_for_trafficking,sll_liquor_narcotic_drugs_related_acts_total_col43_to_45,sll_environment_pollution_related_acts_the_forest_act_1927_the_forest_conservation_act_1980,sll_the_wildlife_protection_act_1972,sll_the_environmental_protection_act_1986,sll_the_air_the_water_prevention_control_of_pollution_act,sll_the_cigarette_and_other_tobacco_products_act_2003,sll_noise_pollution_acts,sll_the_national_green_tribunal_act_2010,sll_environment_pollution_related_acts_total_col49_to_col55,sll_foreigner_passport_related_acts_the_registration_of_foreigners_act1939_the_foreigners_act_1946,sll_the_passport_act_1967,sll_the_emigration_act_1983,sll_the_citizenship_act_1955,sll_foreigner_passport_related_acts_total_col57_to_col60,sll_railways_related_acts_the_indian_railways_act_1989,sll_the_railway_property_unlawful_possession_act_1966,sll_railways_related_acts_total_col62col63,sll_telegraph_cinematograph_acts_the_indian_telegraph_act_1988,sll_the_telegraph_wire_unlawful_possession_act_1950,sll_the_cinematograph_act_1952,sll_the_cable_television_networks_regulation_act_1955,sll_telegraph_cinematograph_acts_total_col65_to_col68,sll_food_drugs_and_essential_commodities_acts_the_essential_commodities_act_1955,sll_the_prevention_of_food_adulteration_act_1954,sll_the_food_safety_standards_act_2006,sll_food_drugs_and_essential_commodities_acts_total_col70_to_col72,sll_other_regulatory_enforcement_acts_macoca_control_of_organised_crimes,sll_the_gambling_act,sll_the_electricity_act_2003,sll_the_antiques_and_art_treasures_act_1972,sll_the_representation_of_the_people_act_1951,sll_the_bonded_labour_system_abolition_act_the_bonded_labour_system_abolition_act_1976_total_col79_col80_col81_col82,sll_a_against_sc,sll_b_against_st,sll_c_against_others,sll_the_prevention_of_insults_to_national_honour_act_1971,sll_defacement_of_public_property_acts,sll_the_transplantation_of_human_organs_act_1994,sll_transgender_persons_protection_of_rights_act,sll_rights_of_persons_with_disabilities_act,sll_prevention_of_cruelty_to_animals_act,sll_the_mental_health_act_1987,sll_motor_vehicle_act,sll_citytown_police_acts,sll_other_state_local_acts,sll_other_regulatory_enforcement_acts_total_col74_to_79_col83_to_92,sll_other_sll_crimes,sll_total_cognizable_sll_crimes
Tripura,West,0,0,0,0,0,39,1,0,0,0,0,40,0,2,0,0,2,0,0,0,0,2,2,0,2,0,0,0,2,16,0,0,16,0,0,0,0,0,0,0,0,0,86,0,86,86,0,0,0,0,0,0,0,0,2,73,0,0,75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,1,10,1,233
Tripura,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Agra,0,0,0,0,0,118,0,0,0,0,0,118,0,0,0,0,0,11,0,0,11,302,283,33,250,19,0,2,304,288,0,0,288,0,0,0,0,16,5,21,0,391,48,40,8,439,0,6,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,962,2229
Uttar Pradesh,Aligarh,0,0,0,0,0,152,0,0,0,0,0,152,101,0,0,0,101,7,0,0,7,557,557,1,556,0,8,0,565,165,165,0,330,0,0,0,0,0,4,4,0,1090,144,144,0,1234,34,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,575,3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,4801,0,7251
Uttar Pradesh,Prayagraj,4,2,0,1,7,83,0,0,0,0,0,83,0,0,0,0,0,40,0,3,43,187,153,4,149,34,0,177,364,551,0,0,551,0,0,0,0,8,7,15,0,567,66,66,0,633,41,0,0,0,2,0,0,43,0,1,0,0,1,1,0,1,0,0,0,0,0,6,0,0,6,0,97,5707,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,6963,12813,32,14592
Uttar Pradesh,Ambedkar Nagar,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,215,16,0,0,16,191,42,0,42,149,0,4,195,66,0,0,66,0,0,0,0,0,3,3,0,444,45,0,45,489,23,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,1486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46,1545,695,3251
Uttar Pradesh,Amethi,0,0,0,0,0,63,0,0,0,0,0,63,0,0,0,0,0,105,0,0,105,124,94,0,94,30,3,0,127,19,0,0,19,0,0,0,0,0,0,0,0,490,165,165,0,655,73,2,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,2,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,312,0,1361
Uttar Pradesh,Amroha,0,0,0,0,0,99,0,0,0,0,0,99,0,0,0,0,0,14,0,0,14,310,310,0,310,0,0,1,311,91,1,0,92,0,0,0,0,13,6,19,0,793,29,0,29,822,37,2,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,7,0,110,0,0,0,80,80,0,0,0,0,0,0,0,20,0,0,0,53,263,603,2269
Uttar Pradesh,Auraiya,2,0,0,0,2,77,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,231,211,0,211,20,3,0,234,57,0,0,57,0,0,0,0,1,0,1,0,572,26,24,2,598,5,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,121,1552,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1680,171,2833
Uttar Pradesh,Azamgarh,0,0,0,0,0,158,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,507,382,0,382,125,2,0,509,214,0,0,214,0,0,0,0,0,6,6,0,660,66,0,66,726,15,0,0,0,0,0,0,15,0,8,0,0,8,0,0,0,0,0,0,0,0,11,0,0,11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1209,2888
Uttar Pradesh,Badaun,19,0,0,0,19,204,0,0,0,0,0,204,0,0,0,0,0,8,0,0,8,755,755,0,755,0,1,0,756,64,5,0,69,0,0,0,0,0,1,1,0,1875,84,84,0,1959,16,9,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,245,1,0,2,0,0,0,0,0,0,0,0,0,34,0,0,0,28,310,17,3384
Uttar Pradesh,Baghpat,0,0,0,0,0,78,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,292,292,0,292,0,31,0,323,142,0,0,142,0,0,0,0,0,3,3,0,233,25,5,20,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,73,2388,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,2533,193,3544
Uttar Pradesh,Bahraich,583,0,0,0,583,147,0,0,0,0,0,147,108,0,0,0,108,23,0,0,23,68,68,2,66,0,2,0,70,80,0,0,80,0,0,0,0,1,2,3,0,684,94,0,94,778,48,4,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,35,624,0,0,315,315,0,0,0,0,0,0,0,24,0,3,0,18,1019,0,2876
Uttar Pradesh,Ballia,6,0,0,0,6,118,0,0,0,0,0,118,0,0,0,0,0,7,0,0,7,539,539,0,539,0,1,0,540,122,0,0,122,0,0,0,0,1,5,6,0,1206,13,0,13,1219,7,0,3,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,7,0,4,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,497,4080
Uttar Pradesh,Balrampur,116,0,0,0,116,59,0,0,0,0,0,59,83,0,0,0,83,13,0,0,13,37,10,0,10,27,1,2,40,17,0,0,17,0,0,1,0,4,4,9,0,272,4,2,2,276,15,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,7,350,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,48,419,10,1069
Uttar Pradesh,Banda,0,0,0,0,0,123,0,0,0,0,0,123,0,0,0,0,0,15,0,0,15,110,110,3,107,0,0,0,110,111,0,0,111,0,0,0,0,6,3,9,0,488,61,0,61,549,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,42,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,54,1791
Uttar Pradesh,Barabanki,609,0,0,0,609,157,0,0,0,0,0,157,301,0,0,0,301,89,0,0,89,542,542,4,538,0,0,0,542,119,0,0,119,0,0,0,0,0,2,2,0,1582,296,0,296,1878,61,2,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,333,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,543,6496
Uttar Pradesh,Bareilly,0,0,0,0,0,325,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,508,508,0,508,0,0,1,509,372,0,0,372,0,0,0,0,2,4,6,0,736,169,111,58,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,300,3904,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,53,4262,2198,8605
Uttar Pradesh,Basti,31,0,0,0,31,35,0,0,0,0,0,35,0,0,0,0,0,11,0,0,11,54,19,0,19,35,0,3,57,94,0,0,94,0,0,0,0,0,3,3,0,393,14,0,14,407,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1124,378,2158
Uttar Pradesh,Bijnor,353,0,0,0,353,155,0,0,0,0,0,155,0,0,0,0,0,21,4,0,25,289,289,0,289,0,0,0,289,345,0,0,345,0,0,0,0,4,6,10,0,695,30,0,30,725,23,2,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,133,2681,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,216,3042,0,4976
Uttar Pradesh,Bulandshahar,0,1,0,0,1,231,0,4,0,0,0,235,0,0,0,0,0,12,0,0,12,1720,1720,3,1717,0,0,38,1758,192,9,0,201,0,0,0,0,0,5,5,0,2047,133,131,2,2180,11,4,0,0,0,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,0,13,0,816,3,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,876,195,5492
Uttar Pradesh,Chandoli,7,0,0,0,7,93,0,0,0,0,0,93,41,0,0,0,41,0,0,0,0,64,64,0,64,0,3,0,67,84,84,0,168,0,0,0,0,0,2,2,0,264,73,0,73,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,6,2240,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,191,2627,0,3355
Uttar Pradesh,Chitrakoot,0,0,0,0,0,78,0,1,0,0,0,79,0,0,0,0,0,2,0,0,2,81,81,0,81,0,8,0,89,43,0,0,43,0,0,0,0,8,1,9,0,444,48,0,48,492,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,759,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,837,95,1649
Uttar Pradesh,Deoria,0,0,0,0,0,21,0,0,0,0,0,21,158,0,0,0,158,515,0,0,515,102,102,0,102,0,0,0,102,95,0,0,95,0,0,0,0,0,3,3,0,885,14,0,14,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,52,0,1859
Uttar Pradesh,Etah,0,0,0,0,0,52,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,189,189,0,189,0,2,0,191,58,0,0,58,0,0,0,0,0,1,1,0,250,18,18,0,268,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,178,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2498,88,3174
Uttar Pradesh,Etawah,0,0,0,0,0,55,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,174,121,6,115,53,1,0,175,69,3,0,72,0,0,0,0,9,0,9,0,237,10,8,2,247,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,31,3473,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,44,3554,0,4125
Uttar Pradesh,Ayodhya,270,2,0,0,272,22,0,0,0,0,0,22,188,0,0,0,188,51,0,0,51,226,135,2,133,91,5,0,231,62,0,0,62,0,0,0,0,2,1,3,0,580,144,130,14,724,54,1,0,0,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,48,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,607,7,2230
Uttar Pradesh,Fatehgarh,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,121,121,0,121,0,0,9,130,53,0,0,53,0,0,0,0,0,1,1,0,248,3,0,3,251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,8,0,190,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1887,230,2583
Uttar Pradesh,Fatehpur,0,0,0,0,0,132,0,0,0,0,0,132,35,0,0,0,35,20,0,0,20,136,103,3,100,33,12,0,148,99,0,0,99,0,0,0,0,6,1,7,0,484,56,56,0,540,70,4,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,60,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1212,62,2335
Uttar Pradesh,Firozabad,204,0,0,0,204,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,134,0,0,134,0,0,0,0,0,0,0,0,179,14,0,14,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4504,0,5140
Uttar Pradesh,Grp,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,224,47,0,47,177,0,0,224,6,4,0,10,0,0,0,0,0,0,0,0,493,69,22,47,562,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,38,865
Uttar Pradesh,Gautambudh Nagar,0,0,0,0,0,67,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,1227,676,0,676,551,0,13,1240,210,0,0,210,0,0,0,0,0,2,2,0,1237,535,501,34,1772,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,5,0,66,4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4523,266,8087
Uttar Pradesh,Ghaziabad,9,22,0,0,31,487,1,0,9,1,0,498,0,0,0,0,0,12,0,0,12,231,167,13,154,64,66,0,297,1051,0,0,1051,0,0,0,0,9,6,15,0,337,223,89,134,560,1,2,5,1,23,16,0,48,2,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,8,0,68,0,0,3,0,0,0,0,0,0,0,0,0,50,0,0,0,0,121,260,2903
Uttar Pradesh,Ghazipur,0,1,0,0,1,67,0,0,0,0,0,67,0,0,0,0,0,3,0,0,3,168,159,0,159,9,0,0,168,126,10,0,136,0,0,0,0,0,5,5,0,409,45,0,45,454,4,2,0,0,0,0,0,6,0,0,0,0,0,2,0,2,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,1177
Uttar Pradesh,Gonda,421,1,0,0,422,153,0,0,0,0,0,153,10,0,0,0,10,47,0,0,47,206,56,0,56,150,0,14,220,77,0,0,77,0,0,4,0,2,5,11,0,538,67,47,20,605,3,4,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,13,0,3,724,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,113,855,358,2779
Uttar Pradesh,Gorakhpur,0,0,0,0,0,239,0,0,0,0,0,239,0,0,0,0,0,0,41,0,41,83,83,0,83,0,0,0,83,0,0,0,0,0,0,0,0,0,7,7,0,355,37,0,37,392,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1227,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1255,1827,3864
Uttar Pradesh,Hamirpur,0,0,0,0,0,79,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,152,152,0,152,0,4,0,156,55,0,0,55,0,0,0,0,21,1,22,0,539,74,0,74,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,129,3661,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3792,0,4723
Uttar Pradesh,Hapur,0,0,0,0,0,92,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,571,0,0,0,571,0,13,584,114,0,0,114,0,0,0,0,3,5,8,0,388,5,0,5,393,6,2,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,107,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0,3198
Uttar Pradesh,Hardoi,0,0,0,0,0,157,0,0,0,0,0,157,93,0,0,0,93,0,0,0,0,446,446,0,446,0,6,0,452,65,0,0,65,0,0,0,0,0,0,0,0,2643,42,42,0,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,130,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,213,5597
Uttar Pradesh,Hathras,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,7,0,0,7,150,150,1,149,0,5,0,155,53,0,0,53,0,0,0,0,0,4,4,0,423,45,45,0,468,33,2,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,70,3569,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3651,36,4465
Uttar Pradesh,Jalaun,0,0,0,0,0,70,0,0,0,0,0,70,0,0,0,0,0,5,0,0,5,226,177,0,177,49,6,0,232,54,1,0,55,0,0,0,0,7,2,9,0,699,46,0,46,745,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,175,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,27,212,28,1370
Uttar Pradesh,Jaunpur,2,0,0,0,2,161,0,0,0,0,0,161,0,0,0,0,0,3,0,0,3,270,215,1,214,55,0,22,292,85,13,0,98,0,0,0,0,0,0,0,0,596,137,0,137,733,8,2,3,0,0,0,0,13,0,0,0,0,0,2,0,2,0,0,0,0,0,16,0,0,16,0,12,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1658,430,3408
Uttar Pradesh,Jhansi,0,0,0,0,0,86,0,0,0,0,0,86,103,0,0,0,103,21,0,0,21,264,254,0,254,10,3,0,267,75,4,0,79,0,0,0,0,2,7,9,0,2104,55,0,55,2159,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,259,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,25,291,242,3269
Uttar Pradesh,Kannauj,0,0,0,0,0,139,0,0,0,0,0,139,0,0,0,0,0,10,0,0,10,135,133,1,132,2,0,2,137,57,0,0,57,0,0,0,0,0,2,2,0,403,0,0,0,403,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26,0,0,70,242,1070
Uttar Pradesh,Kanpur Dehat,0,0,0,0,0,78,0,0,0,0,0,78,0,0,0,0,0,9,0,0,9,97,87,0,87,10,0,0,97,64,0,0,64,0,0,0,0,16,1,17,0,362,12,12,0,374,19,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,41,2001,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2053,6,2729
Uttar Pradesh,Kanpur Commissionarate,0,6,0,0,6,205,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,272,0,0,0,272,0,11,283,449,12,0,461,0,0,0,0,0,7,7,0,866,118,0,118,984,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,203,2426
Uttar Pradesh,Kasganj,7,0,0,0,7,101,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,171,168,4,164,3,3,0,174,45,4,0,49,0,0,0,0,0,0,0,0,411,26,26,0,437,9,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,143,2014,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2162,57,3016
Uttar Pradesh,Kaushambi,0,0,0,0,0,40,0,0,0,0,0,40,0,0,0,0,0,14,0,0,14,64,0,0,0,64,12,0,76,45,0,0,45,0,0,0,0,6,0,6,0,531,0,0,0,531,14,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,52,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,1671,3781
Uttar Pradesh,Khiri,0,1,0,0,1,98,0,0,0,0,0,98,156,0,0,0,156,0,0,0,0,577,0,0,0,577,7,0,584,56,0,0,56,0,0,0,0,0,1,1,0,3148,135,135,0,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,221,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1243,0,5434
Uttar Pradesh,Kushi Nagar,0,1,0,0,1,86,0,0,0,0,0,86,0,0,0,0,0,4,0,0,4,70,70,0,70,0,0,9,79,168,8,0,176,0,0,0,0,0,5,5,0,865,27,0,27,892,1,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,38,664,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,824,1015,3109
Uttar Pradesh,Lalitpur,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,118,3,0,0,3,63,63,0,63,0,3,0,66,64,0,0,64,0,0,0,0,6,2,8,0,1162,21,21,0,1183,3,2,0,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,0,0,0,20,0,0,20,0,44,2181,0,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0,2348,30,3847
Uttar Pradesh,Lucknow Commissionarate,48,1,0,0,49,249,0,0,0,0,0,249,151,0,0,0,151,63,0,0,63,130,119,18,101,11,2,6,138,1292,0,0,1292,0,0,1,0,0,5,6,0,221,50,50,0,271,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,26,0,0,26,0,63,12385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12448,2257,16954
Uttar Pradesh,Maharajganj,0,0,0,0,0,108,0,0,0,0,0,108,0,0,0,0,0,24,0,0,24,40,40,0,40,0,9,0,49,76,0,0,76,0,0,0,0,3,0,3,0,1353,47,0,47,1400,7,0,0,0,0,0,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,7,606,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,34,658,36,2371
Uttar Pradesh,Mahoba,6,0,0,0,6,80,0,0,0,0,0,80,0,0,0,0,0,2,0,0,2,357,349,0,349,8,0,1,358,16,0,0,16,0,0,0,0,6,5,11,0,1016,82,80,2,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,272,1363,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,19,1665,3,3242
Uttar Pradesh,Mainpuri,111,1,0,0,112,65,0,0,0,0,0,65,0,0,0,0,0,9,0,0,9,349,349,0,349,0,2,0,351,37,2,1,40,0,0,0,0,0,0,0,0,947,23,0,23,970,1,5,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,9,0,142,2403,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,65,2615,150,4328
Uttar Pradesh,Mathura,0,0,0,0,0,140,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,869,869,0,869,0,2,0,871,142,0,0,142,0,0,0,0,0,2,2,0,1218,261,0,261,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,226,3188
Uttar Pradesh,Mau,201,0,0,0,201,78,0,0,0,0,0,78,0,0,0,0,0,5,0,0,5,130,130,0,130,0,1,0,131,10,0,0,10,0,0,0,0,0,0,0,0,166,17,0,17,183,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,1968,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,47,2029,250,2898
