state,district,sc_scst_prevention_of_atrocities_act_1989_rw_ipcbns_cases_total,sc_scst_prevention_of_atrocities_act_1989_rw_ipcbns_cases_rape_sec_64_6870_71_bnssec376_ipc_rape_total_ab,sc_a_rape_of_women_above_18_years,sc_b_rape_of_children_children_below_18_yrs_64_6870_71_bns_or_section_46_of_pocso_or_pocso_46_rw_64_68rw_376_ipc_or_64_6870_71bns,sc_attempt_to_commit_rape_section_64_6870_71_rw_62_bnssection_376511_ipc,sc_assault_on_women_with_intent_to_outrage_her_modesty_section_74_bnssec354_ipc_assault_on_women_with_intent_to_outrage_her_modesty_total_ab,sc_a_assault_of_women_above_18_yrs,sc_bassault_of_children_bns_74_or_pocso_act_810_or_pocso_act_sec_810_rw_74_bns_children_below_18yrs,sc_sexual_harassment_section_75_bnssection_354a_ipc_sexual_harassment_total_ab,sc_a_sexual_harassment_of_women_above_18_yrs,sc_b_sexual_harassment_of_children_below_18_yrs_bns_75_or_pocso_sec_12_or_pocso_sec_12_rw_75_bns,sc_assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe_section_76_bnssection_354b_ipc,sc_voyeurism_section_77_bnssection_354c_ipc,sc_stalking_section_78_bnssection_354d_ipc,sc_insult_to_the_modesty_of_women_section_79_bnssection_509_ipc,sc_kidnapping_or_abduction_or_inducing_of_girls_to_compel_for_marriage_section_87_bnssection_366_ipc,sc_procuration_of_children_section_96_bnssection_366a_ipc_procuration_of_children_total_ab,sc_a_procuration_of_girls,sc_b_procuration_of_boys,sc_murder_section_103_104_bns_section_302_ipc,sc_attempt_to_commit_murder_section_109_bnssection_307_ipc,sc_grievous_hurt_section_1172_11812121132125124etc_bns_grievous_hurt_total_abcd,sc_a_grievous_hurt_section_1172_bnssection_325_326_ipc,sc_b_acid_attack_section_1241_bnssection_326a_ipc,sc_c_attempt_to_acid_attack_section_1242_bnssection_326a_ipc,sc_d_other_hurt_or_grievous_hurt_sections_11812121132125124_etc_bnssecs_329331333335_ipc,sc_kidnapping_abduction_section_137_138_bnssection_363363a_364364a_365_366_366a_367_368_369_ipc_kidnapping_abduction_total,sc_ka_section_137_138_bnssection_363_ipc_total_abc,sc_a_missing_children_deemed_as_kidnapped,sc_b_children_kidnapped_section_137_138,sc_c_kidnapping_abduction_of_adults,sc_k_a_for_the_purpose_of_begging_section_139_bnssection_363a_ipc,sc_ka_in_order_to_murder_section_1401_bnssection_364_ipc,sc_kidnapping_for_ransom_etc_section_1402_bnssection_364a_ipc,sc_other_kidnapping_abduction_sec_14034_142_97_bnssec_365_366b_367_368_369_ipc,sc_rioting_sections_1901896189519121913_bnssections_147_151_ipc,sc_robbery_section_30943096_311_bnssection_392_to_394_397_398_ipc,sc_dacoity_section_3102_3103_311_bnssection_395396_397_398_ipc_total_ab,sc_a_dacoity_with_murder_section_3103311_bnssection_396_ipc,sc_b_dacoity_section_3102_bnssection_395396_397_398_ipc,sc_arson_section_326f_326g_3272_bnssection_435_436_438_ipc,sc_other_ipcbns_crimes,sc_sc_st_prevention_of_atrocities_act_only_without_ipcbns_sc_st_prevention_of_atrocities_act_only_without_ipcbns_total_abcde,sc_a_intentionally_insult_or_intimidate_with_intent_to_humiliate_section_3a_3e_3i_3r_3s,sc_b_occupydisposes_land_belongs_to_scsstssection_3f_3g,sc_c_prevent_or_deny_or_obstruct_usage_of_public_placepassage_water_bodytempleetc_section_3y_3za,sc_d_force_to_leave_place_of_residencesocial_boycott_section_3z_3zc,sc_e_other_offences_poa_act_without_ipcbns_only,sc_total_of_scst_prevention_of_atrocities_act_sum_with_ipcbns_without_ipcbns_crimes,sc_protection_of_civil_rights_act_1955,sc_total_crimeatrocities_against_scheduled_castes_ipcbnssll_crimes
Punjab,Kapurthala,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
Punjab,Khanna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,4,0,4
Punjab,Ludhiana Rural,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,3
Punjab,Mansa,6,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,8,0,8
Punjab,Moga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,4
Punjab,Muktsar,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,5
Punjab,Pathankot,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
Punjab,Patiala,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,5,8,0,8
Punjab,Ropar,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Punjab,Sangrur,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,6,0,6
Punjab,Sas Nagar,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
Punjab,Sbs Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3
Punjab,Tarn Taran,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,5,0,5
Punjab,Bureau Of Investigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Intelligence Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Nri Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Special Task Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Malerkotla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2
Punjab,Cyber Crime Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ajmer,109,15,15,0,0,18,18,0,0,0,0,2,0,1,0,0,0,0,0,4,3,0,0,0,0,0,3,2,0,1,1,0,0,0,1,0,1,0,0,0,0,62,68,0,0,0,0,68,177,0,177
Rajasthan,Alwar,185,28,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,19,0,0,19,0,0,0,0,0,0,0,0,0,1,136,86,0,0,0,0,86,271,0,271
Rajasthan,Banswara,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,11,0,11
Rajasthan,Baran,81,18,14,4,2,6,3,3,3,3,0,1,0,1,0,0,0,0,0,1,4,3,3,0,0,0,6,2,2,0,0,0,0,0,4,0,0,0,0,0,0,36,63,63,0,0,0,0,144,0,144
Rajasthan,Barmer,84,10,8,2,2,16,15,1,0,0,0,7,0,1,0,0,0,0,0,1,0,1,1,0,0,0,3,1,1,0,0,0,0,0,2,0,1,0,0,0,2,40,56,56,0,0,0,0,140,0,140
Rajasthan,Bharatpur,188,22,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,1,157,124,0,0,0,0,124,312,0,312
Rajasthan,Bhilwara,106,13,9,4,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,3,1,0,1,0,0,0,0,2,0,2,1,0,1,1,67,66,0,0,0,0,66,172,0,172
Rajasthan,Bikaner,191,23,17,6,0,11,11,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,1,140,116,0,0,0,0,116,307,0,307
Rajasthan,Bundi,62,3,2,1,0,7,7,0,0,0,0,0,0,0,0,2,0,0,0,1,4,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,40,43,0,0,0,0,43,105,0,105
Rajasthan,Chittorgarh,65,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,49,44,0,0,0,0,44,109,0,109
Rajasthan,Churu,115,21,11,10,1,12,11,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,7,1,1,0,0,0,0,0,6,0,0,0,0,0,1,66,70,70,0,0,0,0,185,0,185
Rajasthan,Dausa,114,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,93,65,0,0,0,0,65,179,0,179
Rajasthan,Dholpur,158,10,7,3,0,12,12,0,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,120,88,0,0,0,0,88,246,0,246
Rajasthan,Dungarpur,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,6,0,6
Rajasthan,Grp Ajmer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
Rajasthan,Grp Jodhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3
Rajasthan,Ganganagar,183,40,34,6,3,19,15,4,6,6,0,3,0,8,0,0,0,0,0,2,12,1,0,0,0,1,10,7,2,1,4,0,0,0,3,0,1,0,0,0,1,77,117,3,0,0,0,114,300,0,300
Rajasthan,Hanumangarh,223,36,31,5,5,18,16,2,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,4,1,0,0,1,0,0,0,3,0,2,0,0,0,3,141,119,119,0,0,0,0,342,0,342
Rajasthan,Jaipur East,69,20,18,2,1,8,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,0,1,0,0,0,0,34,37,7,0,0,0,30,106,0,106
Rajasthan,Jaipur North,33,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,0,0,0,0,14,47,0,47
Rajasthan,Jaipur Rural,99,20,15,5,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,70,51,51,0,0,0,0,150,0,150
Rajasthan,Jaipur South,71,15,14,1,0,11,10,1,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,4,3,0,0,3,0,0,0,1,0,0,0,0,0,0,35,33,4,0,0,0,29,104,0,104
Rajasthan,Jaipur West,84,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,71,55,55,0,0,0,0,139,0,139
Rajasthan,Jaisalmer,34,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,19,42,42,0,0,0,0,76,0,76
Rajasthan,Jalore,39,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,26,24,23,0,1,0,0,63,0,63
Rajasthan,Jhalawar,97,7,5,2,0,18,10,8,0,0,0,1,0,2,0,0,0,0,0,1,3,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,63,51,39,0,1,0,11,148,0,148
Rajasthan,Jhunjhunu,99,12,11,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,1,68,57,57,0,0,0,0,156,0,156
Rajasthan,Jodhpur East,48,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,38,26,26,0,0,0,0,74,0,74
Rajasthan,Jodhpur West,60,13,11,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,2,0,0,0,2,0,0,0,0,0,0,31,53,53,0,0,0,0,113,0,113
Rajasthan,Jodhpur Rural,51,7,5,2,1,11,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,1,0,0,1,0,0,0,2,0,0,0,0,0,1,25,47,0,0,0,0,47,98,0,98
Rajasthan,Karauli,87,5,3,2,1,7,4,3,0,0,0,16,0,0,0,3,0,0,0,2,1,0,0,0,0,0,5,3,3,0,0,0,0,0,2,0,2,1,0,1,0,44,19,19,0,0,0,0,106,0,106
Rajasthan,Kota City,101,13,9,4,0,3,3,0,0,0,0,0,0,1,0,1,0,0,0,4,14,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,61,28,10,0,0,0,18,129,0,129
Rajasthan,Kota Rural,57,11,9,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,1,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,36,35,0,0,0,0,35,92,0,92
Rajasthan,Nagaur,111,14,13,1,3,24,24,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,2,56,84,0,0,0,0,84,195,0,195
Rajasthan,Pali,94,6,5,1,1,15,14,1,0,0,0,7,0,1,0,0,0,0,0,0,7,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,3,49,90,0,0,0,0,90,184,0,184
Rajasthan,Pratapgarh,17,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,0,0,0,0,6,23,0,23
Rajasthan,Rajsamand,62,3,3,0,1,6,6,0,0,0,0,2,0,1,0,0,0,0,0,0,3,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,66,46,0,0,0,20,128,0,128
Rajasthan,Sawai Madhopur,30,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,30,0,0,0,0,60,0,60
Rajasthan,Sikar,194,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,7,2,0,0,2,0,0,0,5,0,0,0,0,0,2,161,69,69,0,0,0,0,263,0,263
Rajasthan,Sirohi,52,11,11,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,4,0,1,3,0,0,0,0,0,0,0,0,0,0,26,42,0,0,0,0,42,94,0,94
Rajasthan,Tonk,65,5,4,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,45,52,52,0,0,0,0,117,0,117
Rajasthan,Udaipur,73,8,7,1,0,5,5,0,0,0,0,3,0,0,1,1,0,0,0,2,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,49,43,2,0,0,4,122,0,122
Rajasthan,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Scrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ats & Sog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ssb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Jaipur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Bhiwadi,52,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,1,37,20,0,0,0,0,20,72,0,72
Rajasthan,Beawar,49,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,1,0,0,0,3,0,0,0,0,0,1,39,25,25,0,0,0,0,74,0,74
Rajasthan,Didwana-Kuchaman,63,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,5,0,2,3,0,0,0,2,0,0,0,0,0,0,46,42,42,0,0,0,0,105,0,105
Rajasthan,Kekri,25,6,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,13,29,0,0,0,0,29,54,0,54
Rajasthan,Shahpura,28,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,28,0,0,0,0,28,56,0,56
Rajasthan,Deeg,67,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,2,55,58,0,0,0,0,58,125,0,125
Rajasthan,Gangapur City,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,26,26,0,0,0,0,46,0,46
Rajasthan,Anupgarh,127,11,9,2,2,6,5,1,9,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,6,0,0,6,0,0,1,0,0,0,0,0,0,0,90,46,0,0,0,0,46,173,0,173
Rajasthan,Dudu,13,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,7,10,6,0,0,0,4,23,0,23
Rajasthan,Khairtal-Tijara,45,2,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,33,24,0,0,0,0,24,69,0,69
Rajasthan,Kotputli-Behror,124,17,14,3,0,10,9,1,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,87,32,3,0,0,0,29,156,0,156
Rajasthan,Balotra,31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20,0,0,0,0,51,0,51
Rajasthan,Phalodi,20,3,3,0,0,5,3,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,13,33,0,33
Rajasthan,Jodhpur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Sanchore,29,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0,0,27,56,0,56
Rajasthan,Neem Ka Thana,98,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,0,0,6,0,0,0,0,0,0,80,17,17,0,0,0,0,115,0,115
Rajasthan,Salumbar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2
Sikkim,Gangtok (East),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
Sikkim,Mangan (North),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,Namchi (South),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,Soreng (West),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,Pakyong (East),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,Gyalshing (West),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Ariyalur,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,56,0,56
Tamil Nadu,Chennai,15,5,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,19,0,0,0,0,34,0,34
Tamil Nadu,Coimbatore,46,5,1,4,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,46,0,46
Tamil Nadu,Coimbatore City,18,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18,0,18
Tamil Nadu,Cuddalore,70,6,6,0,0,1,1,0,1,1,0,0,0,0,0,3,0,0,0,2,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,40,6,1,0,0,0,5,76,0,76
Tamil Nadu,Dharmapuri,35,8,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,4,4,0,0,0,0,39,0,39
Tamil Nadu,Dindigul,84,7,1,6,0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,84,0,84
Tamil Nadu,Erode,35,7,0,7,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,18,3,2,0,0,0,1,38,0,38
Tamil Nadu,Kanchipuram,14,3,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,14
Tamil Nadu,Kanyakumari,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,9,0,9
Tamil Nadu,Karur,32,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,22,0,0,0,0,0,0,32,0,32
Tamil Nadu,Krishnagiri,30,3,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,3,0,0,0,0,3,33,0,33
Tamil Nadu,Madurai,71,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,71,0,71
Tamil Nadu,Madurai City,25,8,0,8,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,27,0,27
