state,district,child_rape_of_children_section_64_to_section_71_bns_section_376_ipc,child_attempt_to_commit_rape_section_64_6870_71_rw_sec_62_bns_sec_376_rw_511_ipc,child_assault_on_children_with_intent_to_outrage_her_modesty_section_74_bnssec_354_ipc,child_sexual_harassment_of_girls_section_75_bnssection_354a_ipc,child_assault_on_girls_with_intent_to_disrobe_section_76_bns_section_354b_ipc,child_voyeurism_section_77_bns_section_354c_ipc,child_stalking_section_78_bns_section_354d_ipc,child_insult_to_the_modesty_of_women_section_79_bnssection_509_ipc,child_kidnapping_or_abducting_or_inducing_of_girls_to_compel_her_for_marriage_section_87_bns_section_366_ipc,child_foeticide_section_91_bns_section_315_ipc,child_infanticide_section_92_bns_section_316_ipc,child_exposure_and_abandonment_section_93_94_bns_section_317_318_ipc,child_hiring_or_employing_or_engaging_child_to_commit_an_offence,child_procuration_of_children_section_96_bns_section_366a_ipc_procuration_of_children_total_ab,child_a_procuration_of_girls,child_b_procuration_of_boys,child_kidnapping_or_abducting_child_with_intent_to_steal_from_its_person_section_97_bnssection_369_ipc,child_selling_of_children_for_prostitution_section_98_bns_section_372_ipc_selling_of_children_for_prostitution_total_ab,child_a_girls,child_b_boys,child_buying_of_children_for_prostitution_section_99_bns_section_373_ipc_buying_of_children_for_prostitution_total_ab,child_murder_section_103104_bnssection_302_ipc_murder_total_ab,child_a_murder_with_rapepocso,child_b_other_murder,child_abetment_of_suicide_of_child_section_107108_bns_section_305306_ipc,child_attempt_to_commit_murder_section_109_bns_section_307_ipc,child_hurt_or_grievous_hurt_section_1172_11812121132125124etc_bns,child_kidnapping_and_abduction_of_children_section_137_138_bns_section_363_ipc_kidnapping_and_abduction_of_children_total,child_kidnapping_and_abduction_section_137_bnssection_363_ipc_kidnapping_and_abduction_ab,child_a_missing_children_deemed_as_kidnapped,child_b_kidnapping_abduction_of_children,child_kidnapping_and_abduction_for_the_purpose_of_begging_section_139_section_363a_ipc,child_kidnapping_and_abduction_in_order_to_murder_section_1401_bns_section_364_ipc,child_kidnapping_and_abduction_for_ransom_section_1402_bns_section_364a_ipc,child_importation_of_girl_or_boy_from_foreign_country_section_141_bns_section_366_b_ipc_importation_of_girl_or_boy_from_foreign_country_total_ab,child_a_importation_of_girls,child_b_importation_of_boys,child_other_kidnapping_abduction_sec_1403_1404_142_bns_section_365_367_368_ipc,child_otheripcbns_crimes,child_total_ipcbns_crimes_against_children,child_protection_of_children_from_sexual_offences_act_protection_of_children_from_sexual_offences_act_total,child_section_4_6_of_pocso_act_or_pocso_act_section_4_6_rw_section_376_ipc64_68_70_71_bns_section_4_6_of_pocso_act_total_ab,child_section_8_10_of_pocso_act_or_pocso_act_section_8_10_rw_section_354_ipc74_bns_section_8_10_of_pocso_act_total_ab,child_section_12_of_pocso_act_or_pocso_act_section_12_rw_section_509_ipc75_bns_section_12_of_pocso_act_or_pocso_acttotal_ab,child_section_14_15_of_pocso_act_section_14_15_of_pocso_act_total_ab,child_sections_17_to_22_of_pocso_act_sections_17_to_22_of_pocso_act_total_ab,child_juvenile_justice_care_and_protection_of_children_act_juvenile_justice_care_and_protection_of_children_act_total_ab,child_a_offences_by_care_takersin_charge_of_juvenile_homes,child_b_other_offences,child_immoral_traffic_prevention_act_immoral_traffic_prevention_act_total_abc,child_a_procuring_inducing_children_for_the_sake_of_prostitution,child_b_detaining_a_person_in_premises_where_prostitution_is_carried_on,child_c_other_ipt_acts,child_child_labour_prohibition_regulation_act,child_prohibition_of_child_marriage_act,child_transplantation_of_human_organs_act,child_cyber_crimesinformation_technology_act_cyber_crimesinformation_technology_act_total_ab,child_a_publishing_or_transmitting_of_material_depicting_children_in_sexually_explicit_act,child_b_other_cyber_crimes_against_children,child_other_sll_crimes,child_total_sll_crimes,child_total_crimes_against_children_ipcbns_sll_crimes
Meghalaya,Garo Hills South West,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,3,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,17
Meghalaya,Garo Hills West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,29,29,29,0,0,0,0,0,0,0,0,7,37,65,50,7,2,6,0,0,0,0,0,0,0,0,0,1,0,7,7,0,0,73,110
Meghalaya,Jaintia Hills West,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,32,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37,39
Meghalaya,Jaintia Hills East,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,4,12,43,34,8,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,44,56
Meghalaya,Khasi Hills East,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,28,27,16,11,0,0,1,0,0,0,0,4,40,106,76,23,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,146
Meghalaya,Khasi Hills South West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
Meghalaya,Khasi Hills West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,37,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38
Meghalaya,Ri-Bhoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,14,50,48,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,65
Meghalaya,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Khasi Hills Eastern West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19
Mizoram,Aizawl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,68,40,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,72
Mizoram,Champhai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13
Mizoram,Kolasib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19
Mizoram,Lawngtlai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
Mizoram,Lunglei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
Mizoram,Mamit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20
Mizoram,Saiha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Mizoram,Serchhip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
Mizoram,Spl Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Hnahthial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Mizoram,Khawzawl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Saitual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
Mizoram,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,10
Mizoram,Crime And Eou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Dimapur,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,20,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24
Nagaland,Kiphire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Nagaland,Kohima,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Nagaland,Longleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Mokokchung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Nagaland,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Nagaland,Peren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Phek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nagaland,Tuensang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Nagaland,Wokha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Nagaland,Zunheboto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Noklak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Shamator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Tseminyu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nagaland,Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Cyber Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Narcotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Angul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,145,145,145,0,0,0,0,0,0,0,0,0,147,52,51,1,0,0,0,3,3,0,0,0,0,0,0,3,0,8,8,0,0,66,213
Odisha,Balasore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,582,582,582,0,0,0,0,0,0,0,0,0,583,116,90,25,0,1,0,3,3,0,0,0,0,0,0,3,0,3,3,0,0,125,708
Odisha,Baragarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,163,163,163,0,0,0,0,0,0,0,0,0,164,47,28,17,0,2,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,56,220
Odisha,Berhampur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,160,0,0,0,0,0,0,0,0,0,160,71,41,30,0,0,0,4,4,0,0,0,0,0,0,2,0,2,2,0,0,79,239
Odisha,Bhadrak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,475,475,0,0,0,0,0,0,0,0,0,475,60,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,61,536
Odisha,Bolangir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,0,0,0,0,0,0,0,0,0,253,69,53,16,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,76,329
Odisha,Boudh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,0,0,0,0,0,0,0,0,0,65,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,78
Odisha,Cuttack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,259,259,0,0,0,0,0,0,0,0,0,259,109,68,40,0,1,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,113,372
Odisha,Dcp Bbsr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,236,0,0,0,0,0,0,0,0,0,236,141,77,63,0,1,0,34,34,0,0,0,0,0,0,1,0,6,6,0,0,182,418
Odisha,Dcp Ctc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,162,0,0,0,0,0,0,0,0,0,162,95,76,14,0,5,0,10,10,0,0,0,0,0,0,0,0,3,3,0,0,108,270
Odisha,Deogarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,47,0,0,0,0,0,0,0,0,0,47,17,15,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,21,68
Odisha,Dhenkanal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,197,197,0,0,0,0,0,0,0,0,0,197,51,37,14,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,56,253
Odisha,Gajapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,0,0,0,0,0,0,0,0,0,46,55,51,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,102
Odisha,Ganjam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,285,285,0,0,0,0,0,0,0,0,0,285,98,56,41,0,1,0,5,0,5,0,0,0,0,0,2,0,4,4,0,0,109,394
Odisha,Jagatsinghpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,210,0,0,0,0,0,0,0,0,0,210,88,46,42,0,0,0,3,3,0,0,0,0,0,0,2,0,4,4,0,0,97,307
Odisha,Jajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,431,431,0,0,0,0,0,0,0,0,0,431,185,95,90,0,0,0,7,7,0,0,0,0,0,0,2,0,8,8,0,0,202,633
Odisha,Jharsuguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,0,0,0,0,0,0,0,0,0,97,33,22,11,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,37,134
Odisha,Kalahandi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,168,0,0,0,0,0,0,0,0,0,168,98,79,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,266
Odisha,Kandhamal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,104,104,104,0,0,0,0,0,0,0,0,0,105,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,175
Odisha,Kendrapara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,314,314,0,0,0,0,0,0,0,0,0,314,88,47,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,91,405
Odisha,Keonjhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,317,317,317,0,0,0,0,0,0,0,0,0,318,116,108,8,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,119,437
Odisha,Khurda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,216,0,0,0,0,0,0,0,0,0,216,65,41,24,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,70,286
Odisha,Koraput,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,131,0,0,0,0,0,0,0,0,0,131,91,64,27,0,0,0,3,3,0,0,0,0,0,0,1,0,4,4,0,0,99,230
Odisha,Malkangiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152,152,0,0,0,0,0,0,0,0,0,152,74,65,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,76,228
Odisha,Mayurbhanj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,386,386,386,0,0,0,0,0,0,0,0,0,387,127,104,22,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,129,516
Odisha,Nayagarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,161,0,0,0,0,0,0,0,0,0,161,68,46,21,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,72,233
Odisha,Nabarangpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,108,0,0,0,0,0,0,0,0,0,108,55,42,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56,164
Odisha,Nuapada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,88,0,0,0,0,0,0,0,0,0,88,24,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,112
Odisha,Puri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,311,311,0,0,0,0,0,0,0,0,0,311,76,44,32,0,0,0,8,0,8,0,0,0,0,0,2,0,3,3,0,0,89,400
Odisha,Rayagada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,67,67,67,0,0,0,0,0,0,0,0,0,68,54,42,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,56,124
Odisha,Rourkela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,155,155,155,0,0,0,0,0,0,0,0,0,156,63,61,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,64,220
Odisha,Sambalpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,146,0,0,0,0,0,0,0,0,0,146,65,46,19,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,68,214
Odisha,Sonepur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,0,0,0,0,0,0,0,0,0,66,23,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,89
Odisha,Srp(Cuttack),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Odisha,Srp(Rourkela),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Odisha,Sundargarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,105,105,105,0,0,0,0,0,0,0,0,0,106,39,29,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,41,147
Odisha,Cid Cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Amritsar Rural,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,25,80
Punjab,Barnala,0,0,6,6,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,45,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50
Punjab,Batala,0,0,0,2,1,0,1,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,20,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,74
Punjab,Bathinda,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,73,34,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,107
Punjab,Cp Amritsar,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,68,30,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,98
Punjab,Cp Jalandhar,0,0,1,0,0,0,0,0,74,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,13,9,0,9,0,0,0,0,0,0,4,27,119,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,145
Punjab,Cp Ludhiana,0,0,0,0,0,0,0,0,218,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,18,41,284,81,68,13,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,84,368
Punjab,Faridkot,0,1,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,18,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46
Punjab,Fatehgarh Sahib,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39
Punjab,Fazilka,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,42,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,108
