state,district,child_rape_of_children_section_64_to_section_71_bns_section_376_ipc,child_attempt_to_commit_rape_section_64_6870_71_rw_sec_62_bns_sec_376_rw_511_ipc,child_assault_on_children_with_intent_to_outrage_her_modesty_section_74_bnssec_354_ipc,child_sexual_harassment_of_girls_section_75_bnssection_354a_ipc,child_assault_on_girls_with_intent_to_disrobe_section_76_bns_section_354b_ipc,child_voyeurism_section_77_bns_section_354c_ipc,child_stalking_section_78_bns_section_354d_ipc,child_insult_to_the_modesty_of_women_section_79_bnssection_509_ipc,child_kidnapping_or_abducting_or_inducing_of_girls_to_compel_her_for_marriage_section_87_bns_section_366_ipc,child_foeticide_section_91_bns_section_315_ipc,child_infanticide_section_92_bns_section_316_ipc,child_exposure_and_abandonment_section_93_94_bns_section_317_318_ipc,child_hiring_or_employing_or_engaging_child_to_commit_an_offence,child_procuration_of_children_section_96_bns_section_366a_ipc_procuration_of_children_total_ab,child_a_procuration_of_girls,child_b_procuration_of_boys,child_kidnapping_or_abducting_child_with_intent_to_steal_from_its_person_section_97_bnssection_369_ipc,child_selling_of_children_for_prostitution_section_98_bns_section_372_ipc_selling_of_children_for_prostitution_total_ab,child_a_girls,child_b_boys,child_buying_of_children_for_prostitution_section_99_bns_section_373_ipc_buying_of_children_for_prostitution_total_ab,child_murder_section_103104_bnssection_302_ipc_murder_total_ab,child_a_murder_with_rapepocso,child_b_other_murder,child_abetment_of_suicide_of_child_section_107108_bns_section_305306_ipc,child_attempt_to_commit_murder_section_109_bns_section_307_ipc,child_hurt_or_grievous_hurt_section_1172_11812121132125124etc_bns,child_kidnapping_and_abduction_of_children_section_137_138_bns_section_363_ipc_kidnapping_and_abduction_of_children_total,child_kidnapping_and_abduction_section_137_bnssection_363_ipc_kidnapping_and_abduction_ab,child_a_missing_children_deemed_as_kidnapped,child_b_kidnapping_abduction_of_children,child_kidnapping_and_abduction_for_the_purpose_of_begging_section_139_section_363a_ipc,child_kidnapping_and_abduction_in_order_to_murder_section_1401_bns_section_364_ipc,child_kidnapping_and_abduction_for_ransom_section_1402_bns_section_364a_ipc,child_importation_of_girl_or_boy_from_foreign_country_section_141_bns_section_366_b_ipc_importation_of_girl_or_boy_from_foreign_country_total_ab,child_a_importation_of_girls,child_b_importation_of_boys,child_other_kidnapping_abduction_sec_1403_1404_142_bns_section_365_367_368_ipc,child_otheripcbns_crimes,child_total_ipcbns_crimes_against_children,child_protection_of_children_from_sexual_offences_act_protection_of_children_from_sexual_offences_act_total,child_section_4_6_of_pocso_act_or_pocso_act_section_4_6_rw_section_376_ipc64_68_70_71_bns_section_4_6_of_pocso_act_total_ab,child_section_8_10_of_pocso_act_or_pocso_act_section_8_10_rw_section_354_ipc74_bns_section_8_10_of_pocso_act_total_ab,child_section_12_of_pocso_act_or_pocso_act_section_12_rw_section_509_ipc75_bns_section_12_of_pocso_act_or_pocso_acttotal_ab,child_section_14_15_of_pocso_act_section_14_15_of_pocso_act_total_ab,child_sections_17_to_22_of_pocso_act_sections_17_to_22_of_pocso_act_total_ab,child_juvenile_justice_care_and_protection_of_children_act_juvenile_justice_care_and_protection_of_children_act_total_ab,child_a_offences_by_care_takersin_charge_of_juvenile_homes,child_b_other_offences,child_immoral_traffic_prevention_act_immoral_traffic_prevention_act_total_abc,child_a_procuring_inducing_children_for_the_sake_of_prostitution,child_b_detaining_a_person_in_premises_where_prostitution_is_carried_on,child_c_other_ipt_acts,child_child_labour_prohibition_regulation_act,child_prohibition_of_child_marriage_act,child_transplantation_of_human_organs_act,child_cyber_crimesinformation_technology_act_cyber_crimesinformation_technology_act_total_ab,child_a_publishing_or_transmitting_of_material_depicting_children_in_sexually_explicit_act,child_b_other_cyber_crimes_against_children,child_other_sll_crimes,child_total_sll_crimes,child_total_crimes_against_children_ipcbns_sll_crimes
Gujarat,Cyber Surat Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Cyber Vadodara Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Ambala,0,0,2,0,0,0,1,0,4,0,0,2,0,44,44,0,0,0,2,0,0,3,0,3,0,2,0,90,2,0,2,0,0,0,0,0,0,88,76,224,67,38,19,8,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,69,293
Haryana,Bhiwani,0,0,0,1,0,0,0,0,12,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,20,62,58,52,6,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,66,128
Haryana,Faridabad,0,0,0,0,0,0,0,0,4,0,0,2,0,49,49,0,0,0,1,0,0,7,0,7,0,1,3,493,8,0,8,0,1,1,0,0,0,483,123,682,270,206,45,16,2,1,15,0,15,0,0,0,0,0,1,0,0,0,0,0,286,968
Haryana,Fatehabad,0,0,1,0,0,0,0,0,42,0,1,0,0,2,1,1,0,0,0,0,0,4,1,3,1,0,1,33,16,7,9,0,0,0,0,0,0,17,64,149,66,45,16,5,0,0,2,0,2,0,0,0,0,0,5,0,0,0,0,0,73,222
Haryana,Grp,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,3,3,0,0,0,0,0,0,0,0,13,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23
Haryana,Gurugram,0,0,0,0,0,0,0,1,26,1,0,4,0,64,63,1,0,0,0,0,0,9,0,9,1,1,1,325,280,280,0,1,0,0,0,0,0,44,168,601,189,153,26,10,0,0,7,0,7,0,0,0,0,0,0,0,2,0,2,0,198,799
Haryana,Hissar,1,0,1,0,2,0,3,0,38,0,1,2,0,31,31,0,0,0,1,0,0,3,1,2,1,1,11,52,3,0,3,0,0,0,0,0,0,49,59,206,104,76,26,1,0,1,8,0,8,0,0,0,0,1,2,0,2,2,0,0,117,323
Haryana,Jhajjar,0,0,0,0,0,0,0,0,5,0,0,0,0,36,36,0,0,0,0,0,0,2,0,2,1,0,0,137,9,0,9,0,0,0,0,0,0,128,1,182,66,54,12,0,0,0,4,0,4,0,0,0,0,0,0,0,2,1,1,0,72,254
Haryana,Jind,0,1,0,0,0,0,0,0,0,1,0,0,0,41,41,0,0,0,0,0,0,3,0,3,0,0,0,13,8,4,4,0,0,0,0,0,0,5,50,109,75,48,27,0,0,0,3,0,3,0,0,0,0,0,2,0,1,1,0,0,81,190
Haryana,Kaithal,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,1,0,1,0,1,2,36,1,0,1,0,0,0,0,0,0,35,31,101,53,40,8,4,1,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,56,157
Haryana,Karnal,0,0,0,0,0,0,0,0,0,2,0,1,0,44,44,0,14,0,0,0,0,2,0,2,1,4,2,246,0,0,0,0,0,0,0,0,0,246,51,367,158,122,29,7,0,0,5,0,5,0,0,0,0,0,4,0,0,0,0,0,167,534
Haryana,Kurukshetra,0,0,0,0,0,0,0,0,11,0,0,0,0,25,25,0,0,0,0,0,0,1,0,1,1,0,3,101,3,3,0,0,1,0,0,0,0,97,38,180,80,46,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,82,262
Haryana,Mahendergarh,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20,0,0,0,0,0,0,2,0,2,0,0,0,23,14,0,14,0,0,0,0,0,0,9,2,48,28,20,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,77
Haryana,Nuh,0,0,0,0,0,0,0,0,5,4,2,3,0,26,26,0,0,0,0,0,0,4,1,3,0,0,0,10,4,0,4,0,0,0,0,0,0,6,54,108,67,53,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,176
Haryana,Palwal,2,0,1,0,0,0,0,0,0,0,0,4,0,41,41,0,0,0,0,0,0,1,0,1,0,0,0,34,24,0,24,0,0,0,0,0,0,10,85,168,70,60,10,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,74,242
Haryana,Panchkula,0,0,0,0,0,0,0,0,20,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,115,2,0,2,0,0,0,0,0,0,113,0,142,69,53,12,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,71,213
Haryana,Panipat,0,0,0,0,0,0,0,0,34,3,0,2,0,16,16,0,0,0,0,0,0,2,0,2,2,4,13,366,1,0,1,0,1,0,0,0,0,364,251,693,186,142,37,7,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,194,887
Haryana,Rewari,0,0,0,0,0,0,0,0,9,0,3,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,169,167,74,93,0,0,0,0,0,0,2,79,293,45,26,17,2,0,0,3,0,3,0,0,0,0,0,0,0,1,1,0,0,49,342
Haryana,Rohtak,0,0,5,0,2,0,3,0,17,0,0,9,0,15,15,0,0,0,0,0,0,0,0,0,2,1,0,188,1,1,0,0,0,1,0,0,0,186,79,321,82,68,12,1,1,0,6,0,6,0,0,0,0,0,0,0,3,3,0,0,91,412
Haryana,Sirsa,0,0,2,0,0,0,0,0,0,0,0,1,0,68,68,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,77,57,19,1,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,81,154
Haryana,Sonipat,0,0,0,0,0,0,0,0,0,0,0,3,0,44,44,0,0,0,0,0,0,2,0,2,0,3,3,124,1,1,0,0,0,0,0,0,0,123,27,206,112,66,36,10,0,0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,119,325
Haryana,Yamunanagar,0,0,1,0,0,0,0,1,13,1,1,0,0,13,13,0,0,0,0,0,0,4,2,2,0,5,1,148,143,143,0,0,0,0,0,0,0,5,19,207,103,64,27,12,0,0,3,0,3,0,0,0,0,0,3,0,2,1,1,0,111,318
Haryana,Irrigation & Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Charkhi Dadri,0,0,1,1,1,0,0,0,0,0,0,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,8,45,30,23,7,0,0,0,6,0,6,0,0,0,0,0,0,0,1,1,0,0,37,82
Haryana,Hansi,0,0,3,0,1,0,0,1,1,0,0,0,0,10,10,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,47,67,31,25,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,32,99
Haryana,Dabwali,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,27,17,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,67
Himachal Pradesh,Baddi,14,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,42,0,0,0,0,0,0,0,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,68
Himachal Pradesh,Bilaspur,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,8,14,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Himachal Pradesh,Chamba,20,0,6,3,0,1,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,23,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,66
Himachal Pradesh,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Himachal Pradesh,Hamirpur,5,0,2,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6,14,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Himachal Pradesh,Kangra,16,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,42,42,22,20,0,0,0,0,0,0,0,0,64,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,5,69
Himachal Pradesh,Kinnaur,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Himachal Pradesh,Kullu,10,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,24,4,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,3,48
Himachal Pradesh,Lahaul & Spiti,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Himachal Pradesh,Mandi,31,0,8,5,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,38,0,38,0,0,0,0,0,0,0,0,126,1,0,0,1,0,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,7,133
Himachal Pradesh,Shimla,25,0,3,10,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,12,0,1,0,0,0,0,1,1,81,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,92
Himachal Pradesh,Sirmaur,38,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,31,0,31,0,0,0,0,0,0,0,3,81,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,83
Himachal Pradesh,Solan,13,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,67
Himachal Pradesh,Una,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,30,0,0,0,0,0,0,0,0,37,4,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,42
Himachal Pradesh,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Nurpur,4,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,31,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,4,35
Jharkhand,Bokaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9
Jharkhand,Chaibasa,37,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,44,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,4,48
Jharkhand,Chatra,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,0,0,0,0,0,0,6,9,29,36,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,65
Jharkhand,Deoghar,15,0,0,2,0,0,0,0,1,0,0,0,0,54,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,94
Jharkhand,Dhanbad,0,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,87,37,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,95
Jharkhand,Dhanbad Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,15,15
Jharkhand,Dumka,0,0,0,0,0,0,0,0,5,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,78
Jharkhand,Garhwa,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,67,48,13,6,0,0,14,0,14,0,0,0,0,0,0,0,1,1,0,0,82,125
Jharkhand,Giridih,14,0,19,0,0,0,0,0,49,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,82,22,60,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,89,177
Jharkhand,Godda,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,18,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,43,49
Jharkhand,Gumla,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,11,0,11,0,0,1,0,0,0,0,0,31,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,59
Jharkhand,Hazaribagh,8,0,0,0,0,0,0,0,0,0,3,0,0,22,22,0,0,0,0,0,0,2,0,2,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,41,21,11,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,62
Jharkhand,Jamshedpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58
Jharkhand,Jamshedpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jharkhand,Jamtara,0,0,0,0,0,0,0,0,0,0,2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40
Jharkhand,Khunti,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,0,0,0,0,0,0,0,0,8,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24
Jharkhand,Koderma,0,0,0,0,0,0,0,0,0,2,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,18,8,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,30,63
Jharkhand,Latehar,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,25,8,8,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,12,37
Jharkhand,Lohardagga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Pakur,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17
Jharkhand,Palamu,7,0,3,0,2,0,0,0,12,1,0,0,0,49,48,1,0,3,1,0,0,0,0,0,0,0,0,51,51,36,15,0,0,0,0,0,0,0,3,131,59,40,13,4,1,1,2,2,0,0,0,0,0,3,0,0,0,0,0,0,64,195
Jharkhand,Ramgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
Jharkhand,Ranchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73
Jharkhand,Sahebganj,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,53,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,57,74
Jharkhand,Saraikela,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,26,16,15,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,19,45
Jharkhand,Simdega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
Karnataka,Bagalkot,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,54,54,54,0,0,0,0,0,0,0,0,3,61,67,57,5,5,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,83,144
Karnataka,Bengaluru City,0,0,0,0,0,0,0,0,2,1,0,9,0,0,0,0,0,0,1,0,0,16,0,16,1,2,1,1136,1135,1111,24,0,0,1,0,0,0,0,68,1236,594,438,123,32,0,1,73,14,59,0,0,0,0,4,6,0,23,23,0,0,700,1936
Karnataka,Bengaluru District,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,4,1,1,0,293,293,287,6,0,0,0,0,0,0,0,0,301,137,107,30,0,0,0,5,5,0,0,0,0,0,0,6,0,1,1,0,0,149,450
Karnataka,Belagavi District,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,6,0,0,0,85,85,85,0,0,0,0,0,0,0,0,1,95,135,111,13,11,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,147,242
Karnataka,Ballari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,47,47,46,1,0,0,0,0,0,0,0,1,50,62,42,20,0,0,0,2,0,2,0,0,0,0,23,3,0,1,1,0,0,91,141
Karnataka,Bidar,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,64,53,11,0,0,1,0,0,0,0,50,117,61,41,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,62,179
Karnataka,Vijayapura,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,82,82,82,0,0,0,0,0,0,0,0,1,93,107,81,8,18,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,117,210
Karnataka,Chikkaballapura,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,69,68,66,2,0,0,1,0,0,0,0,37,114,189,167,0,22,0,0,4,0,4,0,0,0,0,10,5,0,1,1,0,0,209,323
Karnataka,Chamarajnagar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,29,28,28,0,1,0,0,0,0,0,0,21,52,95,69,0,26,0,0,6,0,6,0,0,0,0,1,2,0,1,1,0,0,105,157
Karnataka,Chikkamagaluru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,76,76,76,0,0,0,0,0,0,0,0,12,90,122,102,16,1,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,125,215
Karnataka,Chitradurga,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,90,90,90,0,0,0,0,0,0,0,0,34,131,152,115,37,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,157,288
Karnataka,Dakshina Kannada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,26,26,0,0,0,0,0,0,0,0,61,89,69,39,14,14,2,0,3,0,3,0,0,0,0,2,0,0,3,3,0,0,77,166
Karnataka,Davanagere,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,90,90,64,26,0,0,0,0,0,0,0,0,99,113,100,1,12,0,0,4,4,0,0,0,0,0,1,1,0,1,1,0,0,120,219
Karnataka,Dharwad,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,21,20,9,11,0,0,1,0,0,0,0,13,37,51,41,4,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,53,90
Karnataka,Gadag,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,30,30,30,0,0,0,0,0,0,0,0,10,44,38,34,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,41,85
Karnataka,Kalaburgi,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,71,71,67,4,0,0,0,0,0,0,0,51,129,64,48,13,3,0,0,2,1,1,0,0,0,0,9,3,0,1,1,0,0,79,208
Karnataka,Hassan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,0,93,93,92,1,0,0,0,0,0,0,0,0,101,163,138,25,0,0,0,1,1,0,0,0,0,0,2,10,0,7,7,0,0,183,284
